Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
SAMM-ALUSD-USDC,Lynex V2,Linea,47780800,0.04594,0.04594,,-25.0654,-0.00556,Stable/Up,2,Dexs,,,,14.77965,,,,0.04594,0.04594,,,,,,,Classic
USDC,AAVE V3,Avalanche,47674139,2.4143,2.4143,,0.06686,0.02497,Stable/Up,3,Lending,,,,2.51683,,,,2.4143,2.4143,-4.22891,,-4.22891,130377336,82703196,47674140,
ETH-USDC,GMX V2 Perps,Arbitrum,46487565,41.47975,41.47975,,3.45614,32.15844,Down,3,Derivatives,,,,12.04653,,,,41.47975,41.47975,,,,,,,
USDC,Tectonic,Cronos,46433011,2.00399,1.93288,0.07111,-0.01898,-0.12823,Stable/Up,1,Lending,,,,2.11182,,,,2.00399,1.93288,-4.40844,0.57686,-3.8315799999999998,91594980,45161969,46433011,
WSOL-SOLX,Raydium AMM,Solana,46384557,0.01,0.01,,,,,,Dexs,,0,,0.01,79545.02036,79545.02036,,0.01,0.01,,,,,,,Concentrated - 0.01%
WCORE,Colend Protocol,Core,45678804,0.13867,0.13867,,-0.00057,-0.00947,Stable/Up,3,Lending,,,,0.13612,,,,0.13867,0.13867,-2.32527,,-2.32527,49932808,4254004,45678804,
SUSDE,Pendle,Ethereum,45479364,7.58747,7.58747,,-0.084,-0.92328,Stable/Up,1,Yield,,,,8.22687,,,,7.58747,7.58747,,,,,,,For buying PT-sUSDe-31JUL2025
SUSDE,Pendle,Ethereum,45479364,7.35105,5.60777,1.74328,-0.53521,-3.76456,Stable/Up,1,Yield,,,,9.20518,,,,7.35105,5.60777,,,,,,,For LP | Maturity 31JUL2025
BTC-RUNE,Thorchain,Bitcoin,44905197,13.29404,,,-0.31423,-2.18657,Down,3,Dexs,,,,21.86317,,,,13.29404,0,,,,,,,
EUSD0-4,Euler V2,Ethereum,44192580,3.83185,3.83185,,-0.00124,-1.01425,Down,1,Lending,,,,4.15424,,,,3.83185,3.83185,,,,,,,
VSOL,Kamino Lend,Solana,43478144,0.00005,0.00005,,-0.00001,-0.00002,,,Lending,,,,0.00007,,,,0.00005,0.00005,-1.03392,,-1.03392,43580997,102853,43478144,
BERASTONE-WETH,Uniswap V3,Ethereum,43409007,0.60611,0.60611,,0.28661,0.55326,Stable/Up,2,Dexs,,0.94227,0.94227,0.2599,1441668.81095,8452030.63132,,0.60611,0.60611,,,,,,,0.05%
USDT,Tectonic,Cronos,43046632,1.86818,1.85565,0.01253,-0.00118,-0.02069,Stable/Up,2,Lending,,,,1.87733,,,,1.86818,1.85565,-4.31842,0.10373,-4.21469,83294931,40248299,43046632,
USDC-RLUSD,Curve DEX,Ethereum,42980257,10.94008,0.05,10.89008,-0.04469,-1.43024,Down,3,Dexs,,,,10.81287,,,,10.94008,0.05,,,,,,,
WBTC-ETH-USDC-DAI-FRAX-LINK-UNI-USDT,GMX V1,Arbitrum,42856800,22.39848,22.39848,,14.87003,14.10443,Down,2,Derivatives,,,,11.37405,,,,22.39848,22.39848,,,,,,,GLP
USDC,Goldfinch,Ethereum,42699183,9.55104,9.55104,,0,0.00001,Stable/Up,1,RWA Lending,,,,9.54723,,,,9.55104,9.55104,,,,,,,
STBTC,NAVI Lending,Sui,42460764,0.00002,0.00002,,0,0,,,Lending,,,,0.00001,,,,0.00002,0.00002,,,,,,,
WS,AAVE V3,Sonic,42130809,0.83946,0.83946,,0.00923,0.19743,Stable/Up,3,Lending,,,,0.5095,,,,0.83946,0.83946,-3.91953,,-3.91953,56320801,14189992,42130809,
STEAKUSDT,Morpho Blue,Ethereum,42114321,3.57111,2.77521,0.7959,-0.10849,-0.97728,Stable/Up,1,Lending,,,,4.77737,,,,3.57111,2.77521,,,,,,,
USD3,Reserve Protocol,Ethereum,41942917,3.58249,3.58249,,-0.03064,-0.19476,Stable/Up,1,Indexes,,,,4.47322,,,,3.58249,3.58249,,,,,,,
AGETH,Upshift,Ethereum,41523399,0.01,0.01,,0,0,Stable/Up,3,Onchain Capital Allocator,,,,0.01,,,,0.01,0.01,,,,,,,
WBTC-CBBTC,Uniswap V3,Ethereum,41308136,3.21126,3.21126,,0.93692,1.86547,Stable/Up,2,Dexs,,0.0351,0.0351,2.13006,36342835.62937,279282771.07812,,3.21126,3.21126,,,,,,,0.01%
SIFU,UwU Lend,Ethereum,40269666,0.00141,0.00141,,-0.00006,-0.00125,,,Lending,,,,0.00244,,,,0.00141,0.00141,-3.05934,,-3.05934,40293576,23911,40269665,
RETH,SparkLend,Ethereum,39852413,0.00016,0.00016,,0,-0.00366,,,Lending,,,,0.0042,,,,2.85386,2.85386,-0.26153,,-0.26153,39881527,29114,39852413,
USDT-USDC,VVS Standard,Cronos,38818776,0.81646,0.10239,0.71407,-0.03217,-0.11447,Stable/Up,1,Dexs,,,,0.84629,,,,0.81646,0.10239,,,,,,,
SOLVBTC,Avalon Finance,Bob,38547559,0.03587,0.03587,,,,,,Lending,,,,0.03587,,,,0.03587,0.03587,-0.56469,,-0.56469,42112642,3565083,38547559,
USR,Pendle,Base,37678354,10.04644,10.04644,,-1.3922,-1.1101,Stable/Up,1,Yield,,,,12.44546,,,,10.04644,10.04644,,,,,,,For buying PT-USR-24APR2025
USR,Pendle,Base,37678354,1.78954,1.05838,0.73116,-0.20638,-0.41346,Stable/Up,3,Yield,,,,2.57897,,,,1.78954,1.05838,,,,,,,For LP | Maturity 24APR2025
USDC.E,Silo V2,Sonic,37580840,2.66282,2.66282,,0.01103,0.08554,Stable/Up,3,Lending,,,,2.70548,,,,2.66282,2.66282,-6.82956,,-6.82956,69279873,31778814,37501059,20
HUSDC,Morpho Blue,Ethereum,37504429,4.74756,4.64894,0.09862,-0.34678,-0.59039,Stable/Up,3,Lending,,,,7.55382,,,,4.74756,4.64894,,,,,,,
USDC,Scallop Lend,Sui,37480186,0.70224,0.70224,,0.0575,-0.05852,Stable/Up,3,Lending,,,,3.52409,,,,0.70224,0.70224,-4.93376,9.96175,5.02799,47297747,9817561,37480186,
USD0-USDC,Curve DEX,Ethereum,37087374,0.34,0.34,,-1.46,-1.14,Stable/Up,3,Dexs,,,,1.04161,,,,0.34,0.34,,,,,,,
SUSDA,Pendle,Ethereum,37043054,9.32872,4.22906,5.09966,0.29398,-1.91618,Stable/Up,1,Yield,,,,9.95784,,,,9.32872,4.22906,,,,,,,For LP | Maturity 24APR2025
SUSDA,Pendle,Ethereum,37043054,6.75954,6.75954,,-0.00065,-1.52437,Stable/Up,3,Yield,,,,8.84192,,,,6.75954,6.75954,,,,,,,For buying PT-sUSDa-24APR2025
FRAX-SDAI,Curve DEX,Ethereum,36993707,1.37018,1.37,0.00018,-0.25,0.22997,Stable/Up,2,Dexs,,,,1.9302,,,,1.37018,1.37,,,,,,,
WETH,AAVE V2,Ethereum,36715658,0.07917,0.07917,,0.00408,0.00134,Stable/Up,3,Lending,,,,0.07506,,,,0.07917,0.07917,-2.16041,,-2.16041,48584784,11869126,36715658,
ETH,Fluid Lending,Ethereum,36528619,10.94,10.94,,9.08,8.89,Down,3,Lending,,,,1.96573,,,,10.94,10.94,-4.2,0,-4.2,36528619,23377507,13151112,
SDCRV,StakeDAO,Ethereum,36501099,14.67712,0,14.67712,2.98333,3.36575,Down,2,Yield,,,,12.32341,,,,14.67712,0,,,,,,,Curve
USDT,Compound V2,Ethereum,35869192,2.183,2.183,,0.00076,-0.24013,Stable/Up,3,Lending,,,,2.43704,,,,2.183,2.183,-4.06511,0,-4.06511,98971330,63102138,35869192,
ETH-STETH,Convex Finance,Ethereum,35758200,4.92547,3.88,1.04547,-5.72677,2.23285,Down,3,Yield,,,,3.3149,,,,4.92547,3.88,,,,,,,
USDC-USDT,Uniswap V3,Ethereum,35558078,6.12754,6.12754,,1.13003,4.82142,Down,2,Dexs,,5.43167,5.43167,4.2946,59694119.16818,291577030.05595,,6.12754,6.12754,,,,,,,0.01%
ZBU,Zeebu,Ethereum,35076480,7.62159,,7.62159,0.30708,2.67839,Down,2,Farm,,,,5.71169,,,,7.62159,0,,,,,,,Zeebu Staking Rewards
VOLOSUI,NAVI Lending,Sui,34729825,0.10082,0.10082,,0.00071,0.02324,Stable/Up,2,Lending,,,,0.0823,,,,0.10082,0.10082,,,,,,,
UPUSDC,Upshift,Ethereum,34428404,9.09,9.09,,0,0,Stable/Up,1,Onchain Capital Allocator,,,,9.10392,,,,9.09,9.09,,,,,,,
FRXUSD-SUSDS,Curve DEX,Ethereum,34287693,4.79565,1.59,3.20565,0.12243,-0.60135,Down,2,Dexs,,,,4.42498,,,,4.79565,1.59,,,,,,,
FRXUSD-SUSDS,Convex Finance,Ethereum,34287492,6.44628,1.65,4.79628,-0.12893,-0.79522,Stable/Up,1,Yield,,,,5.72003,,,,6.44628,1.65,,,,,,,
WETH,AAVE V3,Ethereum,34131033,2.53359,2.53359,,0.30314,0.77958,Down,2,Lending,,,,1.80041,,,,2.53359,2.53359,-3.14887,,-3.14887,321992257,287861224,34131033,lido-market
AUSDC,Pendle,Sonic,34006413,7.05442,5.778,1.27642,0.04444,-0.68901,Stable/Up,1,Yield,,,,8.81449,,,,7.05442,5.778,,,,,,,For LP | Maturity 14AUG2025
AUSDC,Pendle,Sonic,34006413,8.27008,8.27008,,-0.40309,-1.21946,Stable/Up,2,Yield,,,,9.52666,,,,8.27008,8.27008,,,,,,,For buying PT-aUSDC-14AUG2025
USD₮0,AAVE V3,Arbitrum,33914894,2.3445,2.3445,,-0.11192,-0.55703,Stable/Up,3,Lending,,,,2.85664,,,,2.3445,2.3445,-4.16793,,-4.16793,90510443,56595549,33914894,
USDC-SUIUSDT,Cetus AMM,Sui,33860973,9.46487,0.6221,8.84278,0.10242,-2.71089,Stable/Up,2,Dexs,,,,11.60757,5770017.14354,,,9.46487,0.6221,,,,,,,0.01%
USDT,AAVE V3,Avalanche,33417232,2.00433,2.00433,,-0.11564,-0.73359,Stable/Up,3,Lending,,,,2.52238,,,,2.00433,2.00433,-3.85802,,-3.85802,79519371,46102139,33417232,
FXUSDSTABILITYPOOLV2.0,fx Protocol,Ethereum,33207612,7.6,,,-0.38,-2.35,Stable/Up,3,CDP,,,,10.97696,,,,7.6,0,,,,,,,
USDC-WETH,Uniswap V3,Ethereum,33068443,22.55069,22.55069,,1.49288,6.32556,Down,3,Dexs,,276.64893,276.64893,30.36729,6810193.32121,88441564.33791,,22.55069,22.55069,,,,,,,0.3%
ETH,Fluid Lending,Ethereum,32973715,10.94,10.94,,9.08,8.89,Down,3,Lending,,,,1.96573,,,,10.94,10.94,-4.92,0,-4.92,32973715,23850611,9123104,
MIM-3CRV,Curve DEX,Ethereum,32882705,4.96397,0.28,4.68397,0.12743,-3.91998,Stable/Up,1,Dexs,,,,9.02432,,,,4.96397,0.28,,,,,,,
ETH,Venus Core Pool,BSC,32822866,0.71814,0.71814,,0.18338,0.26734,Stable/Up,2,Lending,,,,0.71055,,,,0.71814,0.71814,-1.64104,0,-1.64104,72458873,39636007,32822866,
SOL-USDC,Orca,Solana,32526289,59.33047,59.33047,,0,0,Down,1,Dexs,,45.77313,45.77313,66.55451,230667978.94492,1500042571.68257,,59.33047,59.33047,,,,,,,
WETH-USDC,Uniswap V3,Arbitrum,32179199,89.18862,89.18862,,-55.0522,47.8543,Down,3,Dexs,,82.8902,82.8902,47.93794,157261287.91699,1025900104.67844,,89.18862,89.18862,,,,,,,0.05%
WSTETH,AAVE V3,Optimism,32119526,0.00272,0.00272,,0.00035,0.00028,,,Lending,,,,0.0026,,,,3.12472,3.12472,-0.33529,,-0.33529,32395818,276292,32119526,
WBTC.B-WBTC.B,GMX V2 Perps,Arbitrum,32111908,4.76856,4.76856,,-0.02583,3.05322,Down,1,Derivatives,,,,2.82062,,,,4.76856,4.76856,,,,,,,
GTUSDC,Morpho Blue,Ethereum,32093652,4.00553,3.20958,0.79595,-0.09523,-0.15853,Stable/Up,2,Lending,,,,5.02951,,,,4.00553,3.20958,,,,,,,
ADA,Liqwid,Cardano,31873868,2.85714,2.84714,0.01,0.12446,0.12266,Stable/Up,3,Lending,,,,2.7369,,,,2.85714,2.84714,,,,,,,
CDCETH,Orby Network,Cronos,31821019,0.0455,0.0455,,0.0004,0.0007,Down,2,CDP,,,,0.0441,,,,3.6855,3.6855,-0.57641,0,-0.57641,31821019,15096804,,
USDS,Kamino Lend,Solana,31711356,1.69397,1.69397,,0.16622,-0.46461,Stable/Up,3,Lending,,,,2.42977,,,,1.69397,1.69397,-4.15036,,-4.15036,65565436,33854080,31711356,
IUSD,Indigo,Cardano,31658674,22.94,,22.94,0,-3.22,Down,1,CDP,,,,28.93304,,,,22.94,0,,,,,,,
AAVEGHO-USDT-USDC,Balancer V3,Ethereum,31571320,2.91882,2.63934,0.27949,0.03225,-0.91319,Stable/Up,3,Dexs,,,,4.07181,,,,2.91882,2.63934,,,,,,,
SOL-JITOSOL,Orca,Solana,31439174,1.11534,1.11534,,0,0,Stable/Up,1,Dexs,,0.878,0.878,1.46538,20121510.2331,110436053.70816,,4.97034,4.97034,,,,,,,
SDAI-SUSDE,Curve DEX,Ethereum,30831413,4.23,4.23,,-0.88,-4.86,Down,1,Dexs,,,,6.26646,,,,4.23,4.23,,,,,,,
USDC-AERO,Aerodrome V1,Base,30788821,36.17039,,36.17039,2.09337,6.73238,Down,2,Dexs,,,,33.53005,,,,36.17039,0,,,,,,,
HASUI-SUI,Cetus AMM,Sui,30483951,0.73367,0.73367,,-0.93288,-0.04997,Stable/Up,2,Dexs,,,,0.62059,6155037.18633,,,0.73367,0.73367,,,,,,,0.01%
REUSD-SCRVUSD,Curve DEX,Ethereum,30449078,21.90463,7.36,14.54463,5.91809,9.31702,Down,3,Dexs,,,,13.35814,,,,21.90463,7.36,,,,,,,
HGETH,Upshift,Ethereum,30343235,13.1,13.1,,0,0,Stable/Up,2,Onchain Capital Allocator,,,,13.1,,,,13.1,13.1,,,,,,,
GTWETH,Morpho Blue,Ethereum,30210926,2.53495,2.25379,0.28116,0.02205,-0.03891,Stable/Up,1,Lending,,,,2.83968,,,,2.53495,2.25379,,,,,,,
MWUSDC,Morpho Blue,Base,30149276,5.17494,4.41533,0.75961,-0.40474,-1.02159,Stable/Up,1,Lending,,,,5.68203,,,,5.17494,4.41533,,,,,,,
UPLBTC,Upshift,Base,29989574,2.18,2.18,,0,0,Down,1,Onchain Capital Allocator,,,,2.10723,,,,2.18,2.18,,,,,,,
VDOT,Bifrost Liquid Staking,Polkadot,29861015,11.41,11.05,0.36,-0.16,-0.3,Down,1,Liquid Staking,,,,11.83361,,,,11.41,11.05,,,,,,,
WBTC,AAVE V3,Optimism,29636286,0.00486,0.00486,,-0.00028,-0.00132,,,Lending,,,,0.00761,,,,0.00486,0.00486,-0.22036,,-0.22036,31002667,1366380,29636287,
WETH,AAVE V3,Arbitrum,29446430,1.83746,1.83746,,0.07973,0.09783,Stable/Up,1,Lending,,,,1.73858,,,,1.83746,1.83746,-2.5466,,-2.5466,194836882,165390452,29446430,
ELBTC-2,Euler V2,Ethereum,28968228,0.1354,0.1354,,-0.00001,-0.01019,Stable/Up,3,Lending,,,,0.39359,,,,0.1354,0.1354,,,,,,,
MMEV,Midas RWA,Ethereum,28798974,8.41,8.41,,0,-2.55,Stable/Up,1,RWA,,,,10.29423,,,,8.41,8.41,,,,,,,
WETH-OSETH,Balancer V2,Ethereum,28639411,0.02769,0.02769,,-0.06159,0.0273,Down,2,Dexs,,,,0.02589,,,,0.02769,0.02769,,,,,,,
USDC,Fluid Lending,Arbitrum,28623146,5.67,1.42,4.25,0.25,0.06,Stable/Up,2,Lending,,,,6.11196,,,,5.67,1.42,,,,,,,
WBTC-LBTC,Uniswap V3,Ethereum,28366718,1.38277,1.38277,,-0.95449,0.7629,Stable/Up,2,Dexs,,0.08131,0.08131,1.41122,2149293.02547,32763803.15972,,1.38277,1.38277,,,,,,,0.05%
UNIBTC,Pendle,Ethereum,27775445,4.57364,0.28839,4.28525,0.34288,0.57103,Down,1,Yield,,,,3.83562,,,,4.57364,0.28839,,,,,,,For LP | Maturity 26JUN2025
UNIBTC,Pendle,Ethereum,27775445,2.55398,2.55398,,-0.00071,-0.01604,Stable/Up,1,Yield,,,,2.72921,,,,2.55398,2.55398,,,,,,,For buying PT-uniBTC-26JUN2025
SLERF-WSOL,Raydium AMM,Solana,27662571,1.22,1.22,,-0.85,-0.89,Stable/Up,2,Dexs,,0.99,0.99,1.42774,369944.78501,3641562.76517,,1.22,1.22,,,,,,,Standard - 0.25%
ETH,Moonwell,Base,26956231,0.74796,0.4118,0.33615,,-0.61812,Stable/Up,3,Lending,,,,1.39928,,,,0.74796,0.4118,-0.69774,0.48345,-0.21429000000000004,88475721,61519490,26956231,
USDX,Clearpool Lending,Flare,26906849,4.83626,3.00055,1.83571,-0.04227,-0.57378,Stable/Up,3,Uncollateralized Lending,,,,5.50095,,,,4.83626,3.00055,,,,,,,USDX (Hex Trust)
WBTC-USDT,Uniswap V3,Ethereum,26741073,10.98204,10.98204,,-4.17039,2.34791,Down,2,Dexs,,61.53666,61.53666,36.5021,2681930.65204,30209883.34621,,10.98204,10.98204,,,,,,,0.3%
PEPE-WETH,Uniswap V2,Ethereum,26511326,6.58413,6.58413,,-0.85653,-1.85455,Down,3,Dexs,,7.94064,7.94064,9.37331,1594101.79401,13494677.10224,,6.58413,6.58413,,,,,,,
STS,Silo V2,Sonic,26401391,2.43909,2.43909,,0.26164,0.36013,Stable/Up,1,Lending,,,,2.0062,,,,2.43909,2.43909,-4.18759,,-4.18759,83758324,57394768,26363556,3
GTLBTCC,Morpho Blue,Ethereum,26329677,0.33398,0.30042,0.03356,0.03523,0.23795,Stable/Up,1,Lending,,,,1.43239,,,,0.33398,0.30042,,,,,,,
GHO-USR,Curve DEX,Ethereum,26190065,0.09,0.09,,-0.09,-0.03,Stable/Up,3,Dexs,,,,0.15668,,,,0.09,0.09,,,,,,,
MKR,AAVE V3,Ethereum,26120667,0.00003,0.00003,,0,-0.00001,,,Lending,,,,0.00014,,,,0.00003,0.00003,-0.02356,,-0.02356,26160287,39620,26120667,
STEAKETH,Morpho Blue,Ethereum,26042427,3.05496,2.79712,0.25785,0.37901,0.56756,Stable/Up,1,Lending,,,,2.81803,,,,3.05496,2.79712,,,,,,,
WBTC-WETH,Badger DAO,Ethereum,25964585,0.66559,0.66559,,0,0,Stable/Up,3,Yield Aggregator,,,,0.66559,,,,0.66559,0.66559,,,,,,,
ZBU,Zeebu,Base,25838432,16.64647,,16.64647,0.69715,7.87644,Down,3,Farm,,,,11.40414,,,,16.64647,0,,,,,,,Zeebu Staking Rewards
WETH,Yearn Finance,Ethereum,25552828,2.66351,2.66351,,-0.74199,-0.22297,Stable/Up,3,Yield Aggregator,,,,2.64999,,,,2.66351,2.66351,,,,,,,
WBTC-ETH-USDC-DAI-FRAX-LINK-UNI-USDT,GMX V1,Avalanche,25256823,1595.78337,1595.78337,,1594.75728,1594.59315,Down,3,Derivatives,,,,12.54102,,,,1595.78337,1595.78337,,,,,,,GLP
MIM-3CRV,Convex Finance,Ethereum,25150293,10.85444,0.28,10.57444,0.62246,-5.78411,Stable/Up,3,Yield,,,,16.81255,,,,10.85444,0.28,,,,,,,
CBBTC,Fluid Lending,Ethereum,25059169,0.16,0.16,,-0.02,0.01,Stable/Up,3,Lending,,,,0.20637,,,,0.16,0.16,-4.2,0,-4.2,25059169,17953951,7105218,
WBTC,Across,Ethereum,24989662,2.06934,0.72897,1.34037,0.21565,0.077,Stable/Up,3,Cross Chain Bridge,,,,2.31215,,,,2.06934,0.72897,,,,,,,
GTDAICORE,Morpho Blue,Ethereum,24875036,5.84621,5.61145,0.23476,-0.35721,-0.19691,Stable/Up,3,Lending,,,,7.25338,,,,5.84621,5.61145,,,,,,,
USDS,SparkLend,Ethereum,24683450,0.06209,0.06209,,0.00001,-0.00918,Stable/Up,2,Lending,,,,0.07167,,,,0.06209,0.06209,-4.90169,,-4.90169,25000157,316707,24683450,
MATICX,Stader,Polygon,24642899,4.10288,4.10288,,0,0.16632,Down,2,Liquid Staking,,4.10288,4.10288,4.84514,,,,4.10288,4.10288,,,,,,,
SFRXUSD,Frax,Ethereum,24622236,6.49902,6.49902,,0.00094,1.8997,Stable/Up,1,Algo-Stables,,,,6.07681,,,,6.49902,6.49902,,,,,,,
UPSUSDE,Upshift,Ethereum,24425947,5,5,,0,0,Down,3,Onchain Capital Allocator,,,,4.8325,,,,5,5,,,,,,,
WSTETH,Gearbox,Ethereum,24269451,0.00742,0.00742,,-0.00024,-0.01009,Stable/Up,3,Lending,,,,0.0137,,,,3.12942,3.12942,-0.05131,0,-0.05131,28339965,4070514,24269451,
USDC,AAVE V2,Ethereum,23912082,1.07228,1.07228,,-0.01062,-0.90866,Stable/Up,3,Lending,,,,1.87378,,,,1.07228,1.07228,-7.04576,,-7.04576,48532286,24620204,23912082,
SUI,NAVI Lending,Sui,23859851,4.00964,4.00964,,-0.05903,0.75515,Stable/Up,3,Lending,,,,3.65239,,,,4.00964,4.00964,,,,,,,
USDT-CRVUSD,Curve DEX,Ethereum,23816008,5.66628,1.15,4.51628,-0.03324,-0.77021,Stable/Up,2,Dexs,,,,5.75785,,,,5.66628,1.15,,,,,,,
WBTC-WETH,Uniswap V3,Arbitrum,23406884,39.48021,39.48021,,-19.52169,18.99556,Down,3,Dexs,,40.19402,40.19402,24.01745,50636097.16484,361852647.34311,,39.48021,39.48021,,,,,,,0.05%
USDC,NAVI Lending,Sui,23357036,4.16357,4.16357,,0.10512,-0.92295,Stable/Up,3,Lending,,,,4.46559,,,,4.16357,4.16357,,,,,,,
MCWETH,Morpho Blue,Ethereum,23335370,8.36582,8.36582,,3.60221,3.25181,Down,3,Lending,,,,5.69679,,,,8.36582,8.36582,,,,,,,
CBBTC-LBTC,Aerodrome Slipstream,Base,23198667,250.82809,,250.82809,233.98429,248.70544,Down,3,Dexs,,,,25.21039,,,,250.82809,0,,,,,,,CL1 - 0.01%
UNIBTC(CORNCONCRETE),Pendle,Ethereum,23126642,5.65532,0.31812,5.3372,0.22435,0.32962,Stable/Up,2,Yield,,,,9.29923,,,,5.65532,0.31812,,,,,,,For LP | Maturity 22MAY2025
UNIBTC(CORNCONCRETE),Pendle,Ethereum,23126642,3.224,3.224,,-0.00031,-0.02047,Stable/Up,2,Yield,,,,3.44911,,,,3.224,3.224,,,,,,,For buying PT-uniBTC (Corn Concrete)-22MAY2025
UNIETH,Bedrock uniETH,Ethereum,23041389,3.39393,3.39393,,0.05585,0.42123,Stable/Up,1,Liquid Restaking,,,,3.11081,,,,3.39393,3.39393,,,,,,,
SUSDE-USDC,ThalaSwap V2,Aptos,22841163,12.26024,1.5429,10.71734,0.75088,0.11808,Down,1,Dexs,,,,13.80334,,,,12.26024,1.5429,,,,,,,
SOL-JITOSOL,Kamino Liquidity,Solana,22824579,1.09368,1.09368,,-0.47801,0.38807,Stable/Up,2,Liquidity manager,,1.8089,1.8089,1.21403,7836736.83659,93728876.96635,,4.9486799999999995,4.9486799999999995,,,,,,,
USDC,Stream Finance,Ethereum,22741931,14.22,14.22,,0,-1.73,Stable/Up,2,Yield,,,,15.16775,,,,14.22,14.22,,,,,,,XUSD
WEETH,AAVE V3,Scroll,22581950,0.04866,0.04866,,-0.0002,0.00006,Stable/Up,3,Lending,,,,0.04749,,,,0.04866,0.04866,-2.02127,,-2.02127,23615584,1033634,22581950,
RETH-WETH,Balancer V2,Ethereum,22485911,0.51559,0.51559,,-0.32668,0.01929,Stable/Up,1,Dexs,,,,0.49332,,,,1.229015,1.229015,,,,,,,
SCRVUSD,crvUSD,Ethereum,22425164,3.40055,3.40055,,-0.09004,1.05844,Stable/Up,3,CDP,,,,1.6503,,,,3.40055,3.40055,,,,,,,
XUSDT,Multipli.fi,Ethereum,22317746,8.06,,,-4.08,,,,Yield,,,,10.73185,,,,8.06,0,,,,,,,
WSOL-,Raydium AMM,Solana,22187740,39.44,39.44,,-38.98,28.08,Down,3,Dexs,,27.88,27.88,20.90431,9590982.03774,82480987.88333,,39.44,39.44,,,,,,,Concentrated - 0.25%
ETH-OETH,Curve DEX,Ethereum,21632982,3.45045,0.02,3.43045,0.30229,-1.14962,Stable/Up,2,Dexs,,,,4.6762,,,,3.45045,0.02,,,,,,,
WETH,Across,Ethereum,21621439,2.77904,0.62941,2.14963,0.11618,0.01702,Stable/Up,3,Cross Chain Bridge,,,,2.83527,,,,2.77904,0.62941,,,,,,,
USDC-USDT,PancakeSwap AMM V3,Ethereum,21558074,1.67705,0.62719,1.04986,0.22734,0.38162,Stable/Up,1,Dexs,,2.18643,2.18643,1.88891,3704381.88285,39201411.99334,,1.67705,0.62719,,,,,,,0.01%
ETH-OETH,Convex Finance,Ethereum,21522265,6.71337,0.01,6.70337,0.54634,-1.80785,Down,2,Yield,,,,7.1988,,,,6.71337,0.01,,,,,,,
GTUSDCF,Morpho Blue,Ethereum,21340694,6.13609,4.97059,1.1655,0.65975,-0.62601,Stable/Up,2,Lending,,,,7.98801,,,,6.13609,4.97059,,,,,,,
UNI-WETH,Uniswap V3,Ethereum,21123415,29.31606,29.31606,,14.13595,-2.11611,Down,3,Dexs,,15.25252,15.25252,20.81134,5655299.73961,29686005.10188,,29.31606,29.31606,,,,,,,0.3%
RETH-WETH,Aura,Ethereum,21095103,0.51497,0.51497,,-0.33458,,Stable/Up,3,Yield,,,,0.96994,,,,1.228395,1.228395,,,,,,,
LINK-WETH,Uniswap V3,Ethereum,21053651,64.31351,64.31351,,25.85173,25.59892,Down,3,Dexs,,29.80867,29.80867,39.83141,12365609.57719,64309947.57853,,64.31351,64.31351,,,,,,,0.3%
USD0--,Pendle,Ethereum,21000573,12.16522,11.10861,1.05661,0.9176,4.34588,Stable/Up,2,Yield,,,,10.25643,,,,12.16522,11.10861,,,,,,,For LP | Maturity 26JUN2025
USD0--,Pendle,Ethereum,21000573,11.59216,11.59216,,-0.51231,1.835,Stable/Up,1,Yield,,,,12.43064,,,,11.59216,11.59216,,,,,,,For buying PT-USD0++-26JUN2025
BAL-WETH,Balancer V2,Ethereum,20993309,4.0549,4.0549,,-14.52587,3.74506,Down,2,Dexs,,,,0.74114,,,,4.0549,4.0549,,,,,,,
BSOL,Kamino Lend,Solana,20969127,0.01957,0.01957,,0.00018,-0.00022,Stable/Up,3,Lending,,,,0.02462,,,,0.01957,0.01957,-1.42452,,-1.42452,22283888,1314762,20969126,
USDL-USDC,Curve DEX,Ethereum,20928256,1.87,1.87,,0.19,0.1,Stable/Up,2,Dexs,,,,1.96273,,,,1.87,1.87,,,,,,,
SEGLD,Hatom Lending,MultiversX,20616776,1.55408,0.00304,1.55104,-0.00412,0.32128,Stable/Up,3,Lending,,,,1.1923,,,,1.55408,0.00304,,,,,,,
USDT,Kamino Lend,Solana,20543985,1.02805,1.02805,,-0.0903,-3.47276,Stable/Up,3,Lending,,,,2.69976,,,,1.02805,1.02805,-3.90746,,-3.90746,37440013,16896029,20543984,
CVX,Convex Finance,Ethereum,20511914,5.53549,,5.53549,0.205,0.3727,Down,1,Yield,,,,5.42497,,,,5.53549,0,,,,,,,
SDAI-GYD,Balancer V2,Ethereum,20273145,0.00608,0.00608,,0.00607,0.00608,Stable/Up,3,Dexs,,,,0.00643,,,,0.00608,0.00608,,,,,,,
LIQUIDBERABTC,Pendle,Ethereum,20198894,0.62277,0.55508,0.06769,0.02721,-1.77842,Stable/Up,3,Yield,,,,1.78383,,,,0.62277,0.55508,,,,,,,For LP | Maturity 10APR2025
