Pool,Project,Chain,TVL,APY,APY Base,APY Reward,Change 1d,Change 7d,Outlook,Confidence,Category,IL 7d,APY Base 7d,APY Net 7d,APY Mean 30d,Volume 1d,Volume 7d,APY Base Inception,APY Including LSD APY,APY Base Including LSD APY,APY Base Borrow,APY Reward Borrow,APY Borrow,Total Supply USD,Total Borrow USD,Total Available USD,Pool Meta
WETH-DUMP,Uniswap V2,Base,17019,0.98596,0.98596,,0.98596,0.98596,Down,2,Dexs,,0.40206,0.40206,0.0612,153.24646,438.63793,,0.98596,0.98596,,,,,,,
FWBTC,Notional V3,Arbitrum,17014,4.23138,4.23138,,0,0.00789,Down,2,Lending,,,,2.61415,,,,4.23138,4.23138,,,,,,,Fixed Lend Maturing On 2025-06-11
WSOL-SNOW,Raydium AMM,Solana,17012,63.65,63.65,,-1.47,-218.41,Down,2,Dexs,,163.54,163.54,214.65362,11866.24817,370963.02041,,63.65,63.65,,,,,,,Standard - 0.25%
UMJA-WETH,Uniswap V3,Arbitrum,16997,1.19457,1.19457,,-1.24222,-2.28339,Stable/Up,2,Dexs,,6.18045,6.18045,4.86548,185.42246,6733.78137,,1.19457,1.19457,,,,,,,0.3%
APW-ETH,Harvest Finance,Ethereum,16996,4.92,4.92,,4.92,2.36,Stable/Up,1,Yield Aggregator,,,,2.64306,,,,4.92,4.92,,,,,,,Aura Finance
USDT-BTCB,MDEX,BSC,16993,109.73341,0.92286,108.81055,0.57263,5.33812,Down,3,Dexs,,,,105.27843,,,,109.73341,0.92286,,,,,,,
WSOL-,Raydium AMM,Solana,16987,61.25,61.25,,,,,,Dexs,,5.03,5.03,61.25,285050.52483,285050.52483,,61.25,61.25,,,,,,,Concentrated - 0.01%
XAI-WSOL,Raydium AMM,Solana,16979,38.31,38.31,,,-45.95,Down,1,Dexs,,52.6,52.6,272.58447,7129.16069,119070.1842,,38.31,38.31,,,,,,,Standard - 0.25%
YCDAI-YCUSDC-YCUSDT-USDP,Curve DEX,Ethereum,16974,0.01428,0,0.01428,0.00059,-0.0022,Stable/Up,1,Dexs,,,,0.08524,,,,0.01428,0,,,,,,,
SANTATRUMP-WSOL,Raydium AMM,Solana,16973,2528.25,2528.25,,,,,,Dexs,,207.8,207.8,2528.25,470272.43836,470272.43836,,2528.25,2528.25,,,,,,,Standard - 0.25%
WSTETH-PENDLE,Velodrome V2,Optimism,16971,3.38432,,3.38432,-0.10831,-2.42589,Stable/Up,2,Dexs,,,,4.27169,,,,3.38432,0,,,,,,,volatile - 0.3%
WETH-BASEDGUY,Uniswap V2,Base,16960,1.63426,1.63426,,-5.89089,0.4059,Stable/Up,1,Dexs,,2.49159,2.49159,0.91731,253.12235,2708.78622,,1.63426,1.63426,,,,,,,
XGRAIL,Harvest Finance,Arbitrum,16956,16.77,16.77,,-0.02,-1.97,Down,2,Yield Aggregator,,,,19.40947,,,,16.77,16.77,,,,,,,Camelot
WETH-GRT,Uniswap V3,Arbitrum,16954,77.38865,77.38865,,10.39369,-102.09612,Down,3,Dexs,,39.56199,39.56199,115.75762,3594.75505,12899.10799,,77.38865,77.38865,,,,,,,1%
WSOL-TTM,Raydium AMM,Solana,16953,8.52,8.52,,,,,,Dexs,,0.7,0.7,8.52,39588.37228,39588.37228,,8.52,8.52,,,,,,,Concentrated - 0.01%
WETH-SIS,SushiSwap,Arbitrum,16951,0.3363,0.3363,,0.3363,-0.87492,Down,1,Dexs,,2.58632,2.58632,1.56826,52.05836,2810.22243,,0.3363,0.3363,,,,,,,
WSOL-POKERG,Raydium AMM,Solana,16950,7.39,7.39,,,,,,Dexs,,0.61,0.61,7.39,34301.9109,34301.9109,,7.39,7.39,,,,,,,Concentrated - 0.01%
EL-USDT,SushiSwap,Ethereum,16944,6.36591,6.36591,,2.40809,4.50346,Down,3,Dexs,,5.21866,5.21866,3.82943,985.07968,5668.3847,,6.36591,6.36591,,,,,,,
USDC,Harvest Finance,zkSync Era,16942,12.46,12.46,,3.24,-3.07,Down,2,Yield Aggregator,,,,10.31125,,,,12.46,12.46,,,,,,,ZeroLend
EURE-USDC,Uniswap V3,Polygon,16933,82.0346,82.0346,,0,25.27539,Down,3,Dexs,,0,,28.88797,76115.55217,309301.41785,,82.0346,82.0346,,,,,,,0.05%
WSOL-TRY,Raydium AMM,Solana,16921,381.09,381.09,,,,Down,3,Dexs,,222.94,222.94,781.90754,70669.14644,502986.70466,,381.09,381.09,,,,,,,Standard - 0.25%
USDC-SUUSD,Aerodrome V1,Base,16921,18.06874,,18.06874,-1.80803,12.14922,Down,1,Dexs,,,,7.59577,,,,18.06874,0,,,,,,,
WSOL-JUNK,Raydium AMM,Solana,16920,5.33,5.33,,,,,,Dexs,,0.44,0.44,5.33,24704.76698,24704.76698,,5.33,5.33,,,,,,,Concentrated - 0.01%
DOGE-WETH,Uniswap V3,Ethereum,16916,10.46106,10.46106,,3.34178,5.8901,Stable/Up,1,Dexs,,3.79781,3.79781,28.18003,484.80686,7474.67675,,10.46106,10.46106,,,,,,,1%
WSOL-DOGS,Raydium AMM,Solana,16909,62.19,62.19,,,,,,Dexs,,5.11,5.11,426.78583,11523.86223,11526.05031,,62.19,62.19,,,,,,,Standard - 0.25%
WMATIC-$ZKP,Uniswap V3,Polygon,16902,64.88178,64.88178,,0,38.80954,Down,3,Dexs,,5.30276,5.30276,52.92207,3004.43073,10392.95409,,64.88178,64.88178,,,,,,,1%
STRD-OSMO,Osmosis DEX,Osmosis,16901,0.42815,0.42815,,0.33627,0.31122,Stable/Up,2,Dexs,,0.42815,0.42815,22.82761,22631.82479,57670.42318,,0.42815,0.42815,,,,,,,#2832
BIRDIE-WETH,Uniswap V3,Arbitrum,16896,6.75932,6.75932,,3.44521,6.72821,Stable/Up,3,Dexs,,2.31833,2.31833,1.03317,312.88719,753.26759,,6.75932,6.75932,,,,,,,1%
WSOL-BAGSEXUAL,Raydium AMM,Solana,16894,75.38,75.38,,,,,,Dexs,,6.2,6.2,75.38,348922.1987,348922.1987,,75.38,75.38,,,,,,,Concentrated - 0.01%
XSPACE-WETH,Uniswap V3,Optimism,16893,0.39678,0.39678,,0.39311,0.33179,Down,1,Dexs,,0.01532,0.01532,0.16805,367.28616,603.44448,,0.39678,0.39678,,,,,,,0.05%
WSOL-HAILOAI,Raydium AMM,Solana,16882,93.89,93.89,,,,,,Dexs,,7.72,7.72,93.89,434275.70625,434275.70625,,93.89,93.89,,,,,,,Concentrated - 0.01%
USDC,Harvest Finance,Polygon,16881,7.94,7.94,,-0.23,,,,Yield Aggregator,,,,9.83314,,,,7.94,7.94,,,,,,,Morpho - Compound
NTRN-NLS,Astroport,Neutron,16854,2.6368,2.6368,,-2.18637,2.21571,Down,2,Dexs,,,,1.90845,,,,2.6368,2.6368,,,,,,,
QETH,Tranchess Ether,Ethereum,16849,3.71126,3.71126,,-0.00427,-0.03008,Down,1,Liquid Staking,,,,3.77661,,,,3.71126,3.71126,,,,,,,
COVEYFI-YFI,StakeDAO,Ethereum,16844,71.84493,0,71.84493,,25.23152,Down,3,Yield,,,,63.96815,,,,71.84493,0,,,,,,,Yearn
HOTCROSS-WBNB,PancakeSwap AMM,BSC,16839,6.27079,6.27079,,0,0,Down,1,Dexs,,,,6.27079,,,,6.27079,6.27079,,,,,,,
WSOL-BOOBCOIN,Raydium AMM,Solana,16830,41.13,41.13,,,-41.09,Down,2,Dexs,,40.35,40.35,115.49472,7586.84899,90536.86786,,41.13,41.13,,,,,,,Standard - 0.25%
DOGE,Alpaca Finance 2.0,BSC,16817,0.00003,0.00003,,0,0,,,Lending,,,,0.00003,,,,0.00003,0.00003,-0.02602,,-0.02602,16842,25,16817,
LFNTY-,Orca,Solana,16815,9.12933,9.12933,,0,0,Stable/Up,2,Dexs,,24.34335,24.34335,54.52055,5700.92355,120477.59711,,9.12933,9.12933,,,,,,,
VIRTUAL-CBBTC,Harvest Finance,Base,16814,19.71,19.71,,-1.08,-21.02,Down,1,Yield Aggregator,,,,30.67587,,,,19.71,19.71,,,,,,,Aerodrome
WBTC.E-WAVAX,Uniswap V3,Avalanche,16810,0.04657,0.04657,,0.0019,-0.87832,Stable/Up,3,Dexs,,0.00638,0.00638,0.55449,7.14871,40.9344,,0.04657,0.04657,,,,,,,0.3%
WSOL-FSR,Raydium AMM,Solana,16790,53.55,53.55,,-44.41,,Down,2,Dexs,,31.24,31.24,179.45714,9853.65318,69928.5523,,53.55,53.55,,,,,,,Standard - 0.25%
WSOL-BILLY,Raydium AMM,Solana,16776,350.52,350.52,,,,Down,3,Dexs,,170.31,170.31,480.63375,16110.83462,95239.93846,,350.52,350.52,,,,,,,Concentrated - 1%
SC-$WIF,Orca,Solana,16768,20.16399,20.16399,,0,0,Stable/Up,1,Dexs,,14.5663,14.5663,18.14379,1676.77888,10267.95232,,20.16399,20.16399,,,,,,,
SUISI-SUI,Turbos,Sui,16767,0.01892,0.01892,,0,0,Down,2,Dexs,,0.0027,0.0027,0.01892,1.26379,1.26379,,0.01892,0.01892,,,,,,,1%
SOL-MELANIA,Orca,Solana,16765,2.67666,2.67666,,0,0,Down,1,Dexs,,5.26115,5.26115,4.5663,102.53849,2415.93559,,2.67666,2.67666,,,,,,,
WSOL-TRUMP,Raydium AMM,Solana,16758,129.76,129.76,,,,,,Dexs,,10.66,10.66,129.76,595738.33894,595738.33894,,129.76,129.76,,,,,,,Concentrated - 0.01%
WSOL-SOLREF,Raydium AMM,Solana,16714,116.14,116.14,,,,,,Dexs,,9.55,9.55,116.14,531847.54083,531847.54083,,116.14,116.14,,,,,,,Concentrated - 0.01%
CJPY-TXJP-PND,Curve DEX,Ethereum,16712,0.54,0.54,,-13.27,0.46,Down,2,Dexs,,,,0.86271,,,,0.54,0.54,,,,,,,
SPA-WETH,Uniswap V3,Arbitrum,16708,64.01154,64.01154,,-135.13289,27.82247,Stable/Up,1,Dexs,,353.22777,353.22777,127.15036,2930.07125,113491.74619,,64.01154,64.01154,,,,,,,1%
GNO-WXDAI,Balancer V2,Gnosis,16708,5.6618,5.6618,,-1.18057,1.606,Down,1,Dexs,,,,4.84235,,,,5.6618,5.6618,,,,,,,
ELON-WSOL,Raydium AMM,Solana,16704,391.22,391.22,,,,,,Dexs,,32.15,32.15,391.22,71613.24923,71613.24923,,391.22,391.22,,,,,,,Standard - 0.25%
ARC-FARTCOIN,Raydium AMM,Solana,16702,837.66,837.66,,,379.17,Down,3,Dexs,,2645.15,2645.15,806.5277,38330.18392,1472641.34638,,837.66,837.66,,,,,,,Concentrated - 1%
APW-WETH,Aura,Ethereum,16683,4.87282,4.87282,,4.87282,,Down,1,Yield,,,,2.60435,,,,4.87282,4.87282,,,,,,,
ETH-USDC-USDT-WBTC-DAI-OP,Clipper,Optimism,16679,120.63894,,,-0.96731,12.82951,Down,3,Dexs,,,,79.68503,,,,120.63894,0,,,,,,,
USDGLO-SUPEROETHB,Curve DEX,Base,16670,2.32,2.32,,-2.8,1.32,Down,2,Dexs,,,,0.89776,,,,2.32,2.32,,,,,,,
WETH-KAITO,GammaSwap,Base,16659,21.41556,21.41556,,0.67863,3.35043,Down,3,Options,,,,12.62262,,,,21.41556,21.41556,,,,,,,
WETH-AETHER,Uniswap V2,Base,16653,0.31722,0.31722,,-0.44101,0.31722,Stable/Up,2,Dexs,,0.69042,0.69042,1.90958,48.24232,737.00695,,0.31722,0.31722,,,,,,,
VIRTUAL-WETH,PancakeSwap AMM V3,Base,16643,0.3704,0.3704,,,,Stable/Up,3,Dexs,,0.10882,0.10882,12.68179,1688.97743,33157.18124,,0.3704,0.3704,,,,,,,0.01%
QUOKKA-ICP,ICPSwap,ICP,16642,0.00054,0.00054,,-0.00224,-0.00067,,,Dexs,,,,0.05813,,,,0.00054,0.00054,,,,,,,V3 market
WSOL-BILLIKEN,Raydium AMM,Solana,16628,64.22,64.22,,,,,,Dexs,,5.28,5.28,64.22,292583.4742,292583.4742,,64.22,64.22,,,,,,,Concentrated - 0.01%
AAVE-WPOL,Beefy,Polygon,16623,20.6161,,,-3.63303,-51.05034,Stable/Up,1,Yield Aggregator,,,,39.31536,,,,20.6161,0,,,,,,,Uniswap
STAUR-AURORA,Trisolaris,Aurora,16622,3.88403,,3.88403,-0.05353,0.00487,Stable/Up,1,Dexs,,,,3.58746,,,,3.88403,0,,,,,,,
WETH-USDC,Gamma,Arbitrum,16604,5.72483,5.72483,,4.12857,5.72483,Down,1,Liquidity manager,,,,3.10153,,,,5.72483,5.72483,,,,,,,0.3%
ICE-WETH,SushiSwap,Polygon,16592,0.00932,0.00932,,,0.00632,Down,1,Dexs,,0.00164,0.00164,0.00089,1.41215,1.74165,,0.00932,0.00932,,,,,,,
WSOL-VNXAU,Raydium AMM,Solana,16587,50.72,50.72,,-10.62,,Down,3,Dexs,,24.15,24.15,48.38046,15364.53794,89014.73733,,50.72,50.72,,,,,,,Concentrated - 0.15%
OVER-WETH,Uniswap V3,Arbitrum,16586,0.79026,0.79026,,-0.22571,,Down,2,Dexs,,,,0.58988,3590.98894,,,0.79026,0.79026,,,,,,,0.01%
WSOL-HD,Raydium AMM,Solana,16586,36.58,36.58,,,,,,Dexs,,3.01,3.01,36.46,166249.54367,166249.54367,,36.58,36.58,,,,,,,Concentrated - 0.01%
USDT,ZeroLend,Manta,16586,0.31384,0.31384,,0.00018,-0.02689,Down,1,Lending,,,,0.33614,,,,0.31384,0.31384,-2.36208,,-2.36208,33055,16470,16585,
WSOL-VC,Raydium AMM,Solana,16584,70.14,70.14,,,,,,Dexs,,23.6,23.6,172.8537,12746.84111,52175.76598,,70.14,70.14,,,,,,,Standard - 0.25%
WETH,Premia V2,Ethereum,16582,0.92035,0.92035,,0,0,Stable/Up,2,Options,,,,0.92035,,,0.92035,0.92035,0.92035,,,,,,,WETH/DAI - CALL
WETH-USDC,Steer Protocol,Arbitrum,16578,69.71,69.71,,53.01,24.75,Down,3,Liquidity manager,,,,53.3529,,,,69.71,69.71,,,,,,,Sushi
WSOL-TITCOIN,Raydium AMM,Solana,16577,44.83,44.83,,0,,,,Dexs,,3.68,3.68,44.83,203610.11338,203610.11338,,44.83,44.83,,,,,,,Concentrated - 0.01%
WSOL-CHOG,Raydium AMM,Solana,16573,406.68,406.68,,,,,,Dexs,,189.86,189.86,854.02891,9232.42658,52440.13129,,406.68,406.68,,,,,,,Concentrated - 2%
SKITRUMP-WETH,Uniswap V3,Base,16555,1.92803,1.92803,,,-6.51019,Stable/Up,1,Dexs,,,,4.02305,87.44691,1811.73541,,1.92803,1.92803,,,,,,,1%
4D4B520000000000000000000000000000000000000000000000000000000000-WETH,Uniswap V3,Arbitrum,16551,19.68932,19.68932,,-3.65514,15.78997,Stable/Up,2,Dexs,,17.67018,17.67018,25.74541,892.80328,5624.13301,,19.68932,19.68932,,,,,,,1%
WSOL-PFAS,Raydium AMM,Solana,16550,94.59,94.59,,,-365.65,,,Dexs,,61.86,61.86,339.05908,17155.8862,136511.37044,,94.59,94.59,,,,,,,Standard - 0.25%
WETH,YLDR,Arbitrum,16550,4.9241,4.9241,,1.4618,3.36174,Down,2,Lending,,,,3.62673,,,,4.9241,4.9241,-10.22048,,-10.22048,35737,19187,16550,
WSOL-$AI,Raydium AMM,Solana,16538,1407.24,1407.24,,,,,,Dexs,,115.66,115.66,1333.40857,6376149.04505,6376149.04505,,1407.24,1407.24,,,,,,,Concentrated - 0.01%
WSOL-WHITE,Raydium AMM,Solana,16535,35.64,35.64,,,-151.12,Down,1,Dexs,,101.17,101.17,392.33195,6457.51344,223050.63352,,35.64,35.64,,,,,,,Standard - 0.25%
ZRO-USDC,Beefy,Base,16534,249.8392,,,49.20699,-441.8882,Down,3,Yield Aggregator,,,,285.7457,,,,249.8392,0,,,,,,,Uniswap
CDT-USDC,Osmosis DEX,Osmosis,16518,500,500,,0,500,Down,3,Dexs,,500,500,42.2531,14015.08677,82939.06653,,500,500,,,,,,,#1268
WSOL-AARC,Raydium AMM,Solana,16516,56.03,56.03,,,,,,Dexs,,4.61,4.61,1016.30818,10141.32787,10141.32787,,56.03,56.03,,,,,,,Standard - 0.25%
USDC-VCNT,Uniswap V3,Avalanche,16498,2.45947,2.45947,,-0.79429,-3.38278,Down,1,Dexs,,0.46955,0.46955,3.31228,370.55792,3030.83859,,2.45947,2.45947,,,,,,,0.3%
BABYHOLD,BabyDogeSwap,BSC,16495,0.50298,0,0.50298,-0.00031,-0.00039,Stable/Up,2,Dexs,,,,0.50934,,,,0.50298,0,,,,,,,Stake babyHold, Earn babyHold
WSOL-BRETT,Raydium AMM,Solana,16494,60.15,60.15,,,,Down,3,Dexs,,31.22,31.22,1045.94836,10872.65416,68654.44803,,60.15,60.15,,,,,,,Standard - 0.25%
BOME-WETH,Uniswap V3,Base,16492,3.62223,3.62223,,,-3.79009,Down,1,Dexs,,,,2.73972,163.67007,832.46333,,3.62223,3.62223,,,,,,,1%
ZWETH-APT,LiquidSwap,Aptos,16492,90.19618,,,1.59611,2.05119,Down,3,Dexs,,,,87.73995,,,,90.19618,0,,,,,,,
PENDLE-WETH,Joe V2.1,Arbitrum,16486,2.36186,2.36186,,-6.05363,-101.3324,Stable/Up,3,Dexs,,,,45.0879,409.83742,,,2.36186,2.36186,,,,,,,
GYD-D2D,Balancer V2,Arbitrum,16472,0.79485,0.79485,,0.36144,0.66429,Down,3,Dexs,,,,0.36506,,,,0.79485,0.79485,,,,,,,
WSOL-SBR,Raydium AMM,Solana,16465,5.38,5.38,,,,,,Dexs,,0.44,0.44,5.38,24265.92222,24265.92222,,5.38,5.38,,,,,,,Concentrated - 0.01%
WSOL-$CHILL,Raydium AMM,Solana,16464,1197.09,1197.09,,,,,,Dexs,,98.39,98.39,495.395,5399710.84981,5399710.84981,,1197.09,1197.09,,,,,,,Concentrated - 0.01%
50USDC-50@G,Balancer V3,Ethereum,16452,0.26687,0.26687,,0.18458,0.0114,Down,2,Dexs,,,,0.1643,,,,0.26687,0.26687,,,,,,,
WAVAX-VCNT,Uniswap V3,Avalanche,16447,3.16725,3.16725,,-0.33718,-3.84252,Down,2,Dexs,,0.66615,0.66615,4.4703,475.72139,4281.99191,,3.16725,3.16725,,,,,,,0.3%
WSOL-ANON,Raydium AMM,Solana,16443,2.77,2.77,,,,,,Dexs,,0.23,0.23,2.77,12487.6269,12487.6269,,2.77,2.77,,,,,,,Concentrated - 0.01%
LDO-WETH,Beefy,Arbitrum,16442,76.9387,,,-100.89642,55.18277,Down,2,Yield Aggregator,,,,38.63311,,,,76.9387,0,,,,,,,Uniswap
ADA-NEWM,Minswap,Cardano,16431,4.87,2.94,1.93,0.73,-0.31,Stable/Up,1,Dexs,,,,5.50299,,,,4.87,2.94,,,,,,,V2
STS-LUDWIG,Beets DEX,Sonic,16429,117.0349,0.50787,116.52703,1.95042,,Down,2,Dexs,,,,148.3803,,,,117.0349,0.50787,,,,,,,
WSOL-JTO,Raydium AMM,Solana,16417,47.35,47.35,,-8.52,,,,Dexs,,25.71,25.71,60.69196,8518.22518,56278.69369,,47.35,47.35,,,,,,,Concentrated - 0.25%
FRXETH-ETH,Beefy,BSC,16416,6.23936,,,0.33108,0.53752,Down,3,Yield Aggregator,,,,7.39389,,,,6.23936,0,,,,,,,Thena
BAT-USDC,Orca,Solana,16416,0.00802,0.00802,,0,0,Stable/Up,2,Dexs,,0.02321,0.02321,0.02178,2.35048,53.59387,,0.00802,0.00802,,,,,,,
NET-WETH,Balancer V2,Ethereum,16414,3.30233,3.30233,,,,Stable/Up,1,Dexs,,,,10.14057,,,,3.30233,3.30233,,,,,,,
WSOL-GREEN,Raydium AMM,Solana,16403,59.2,59.2,,,,,,Dexs,,6.09,6.09,61.60538,10641.03139,13315.53777,,59.2,59.2,,,,,,,Standard - 0.25%
WSOL-AMD,Raydium AMM,Solana,16402,36.23,36.23,,,-323.36,Down,2,Dexs,,248.56,248.56,146.04521,6513.15492,543605.07203,,36.23,36.23,,,,,,,Standard - 0.25%
AMATOM-STATOM,Astroport,Neutron,16389,0.18137,0.18137,,0.04606,0.16008,Down,1,Dexs,,,,0.19323,,,,0.18137,0.18137,,,,,,,
WBTC-USDC,Steer Protocol,Polygon,16389,46.21,46.21,,0,0,Down,2,Liquidity manager,,,,46.21,,,,46.21,46.21,,,,,,,Sushi
THL-APT,ThalaSwap,Aptos,16371,6.5991,6.5991,,-1.96138,1.00952,Down,1,Dexs,,,,10.62828,,,,11.225215,11.225215,,,,,,,
BONDLY-WETH,SushiSwap,Ethereum,16358,2.29784,2.29784,,0.94339,1.34866,Down,3,Dexs,,1.85133,1.85133,0.94329,343.27653,1941.31747,,2.29784,2.29784,,,,,,,
USDC-XSGD-500,ACryptoS,Polygon,16354,37.62,,,28.84,34.72,Down,3,Liquidity manager,,,,7.41506,,,,37.62,0,,,,,,,Uniswapv3
LUSD-BAOUSD,Balancer V2,Ethereum,16351,0.44551,0.44551,,-0.20777,,Stable/Up,2,Dexs,,,,1.29636,,,,0.44551,0.44551,,,,,,,
CRVUSD-ZUNUSD,Curve DEX,Ethereum,16346,14.70054,1.23,13.47054,1.73149,-0.68379,Down,2,Dexs,,,,14.34654,,,,14.70054,1.23,,,,,,,
ZUNETH-WETH,Curve DEX,Arbitrum,16336,25.1896,0.26,24.9296,2.5605,-0.8898,Down,2,Dexs,,,,29.37256,,,,25.1896,0.26,,,,,,,
WETH-OFAC,Uniswap V2,Base,16333,1.07502,1.07502,,1.07502,1.07502,Down,2,Dexs,,0.15315,0.15315,0.06949,160.35143,160.35143,,1.07502,1.07502,,,,,,,
WSOL-XNP,Raydium AMM,Solana,16326,142.19,142.19,,76.61,-310.39,Down,3,Dexs,,253.79,253.79,269.77638,25440.3694,552453.11334,,142.19,142.19,,,,,,,Standard - 0.25%
USDD-3CRV,Convex Finance,Ethereum,16326,0.3361,0.2,0.1361,0.00451,0.3361,Stable/Up,2,Yield,,,,0.36104,,,,0.3361,0.2,,,,,,,
PNG-USDC,Pangolin,Avalanche,16319,10.41042,10.41042,,-11.27161,4.90309,Down,1,Dexs,,13.30101,13.30101,17.11088,1551.48633,13914.06737,,10.41042,10.41042,,,,,,,
WSOL-BEARISH,Raydium AMM,Solana,16308,141.76,141.76,,,,,,Dexs,,11.65,11.65,141.76,633384.97725,633384.97725,,141.76,141.76,,,,,,,Concentrated - 0.01%
CRVUSD-ZUNUSD,StakeDAO,Ethereum,16303,18.41069,0.62,17.79069,0.91025,-1.20578,Down,1,Yield,,,,19.29711,,,,18.41069,0.62,,,,,,,Curve
MIMO-PAR,Balancer V2,Polygon,16303,0.47202,0.47202,,-0.19581,0.3635,Down,2,Dexs,,,,0.75218,,,,0.47202,0.47202,,,,,,,
WSOL-THINK,Raydium AMM,Solana,16300,4481.63,4481.63,,,3059.5,,,Dexs,,605.53,605.53,3628.1945,800576.70254,1316049.3594,,4481.63,4481.63,,,,,,,Standard - 0.25%
DIGICASH-WSOL,Raydium AMM,Solana,16293,68.06,68.06,,,-11.83,Down,3,Dexs,,29.87,29.87,84.10282,12151.96732,64895.72186,,68.06,68.06,,,,,,,Standard - 0.25%
USD+-FRAX-USDCE,Beefy,Arbitrum,16292,2.79863,,,-1.47781,-0.49285,Stable/Up,2,Yield Aggregator,,,,2.29919,,,,2.79863,0,,,,,,,Convex
OBTC,Badger DAO,Ethereum,16288,0.18691,0.18691,,0,0,Down,1,Yield Aggregator,,,,0.18691,,,,0.18691,0.18691,,,,,,,
WSOL-FOTUS,Raydium AMM,Solana,16286,58.02,58.02,,,,,,Dexs,,4.77,4.77,58.02,258884.94729,258884.94729,,58.02,58.02,,,,,,,Concentrated - 0.01%
SIENAI-WAVAX,Joe DEX,Avalanche,16284,0.54645,0.54645,,0.54645,-12.25259,Stable/Up,1,Dexs,,0.08049,0.08049,1.24788,81.26429,84.01778,,0.54645,0.54645,,,,,,,
BSOL-VCHF,Raydium AMM,Solana,16279,50.24,50.24,,-12.83,,,,Dexs,,29.82,29.82,61.33491,8963.26441,64715.2693,,50.24,50.24,,,,,,,Concentrated - 0.25%
ETH-GHST,Beefy,Base,16276,4.1424,,,-0.20105,1.14556,Stable/Up,1,Yield Aggregator,,,,3.84065,,,,4.1424,0,,,,,,,Aerodrome
CRVUSD-VUSD,Curve DEX,Ethereum,16275,2,2,,-4.81,-6.89,Stable/Up,2,Dexs,,,,5.27436,,,,2,2,,,,,,,
WSTETH-WETH,Beefy,Base,16272,6.08073,,,-3.9891,-3.91283,Down,3,Yield Aggregator,,,,3.64172,,,,7.64173,1.561,,,,,,,Aerodrome
NCT-CELO,Uniswap V3,Celo,16271,3.05453,3.05453,,-5.42897,1.23847,Stable/Up,3,Dexs,,0.85894,0.85894,2.98181,453.89083,5757.77918,,3.05453,3.05453,,,,,,,0.3%
CRV-OP,Uniswap V3,Optimism,16269,22.05679,22.05679,,-36.87663,9.36077,Stable/Up,1,Dexs,,8.26269,8.26269,57.91758,3277.12087,54848.5387,,22.05679,22.05679,,,,,,,0.3%
WETH-PINGU,Uniswap V3,Arbitrum,16264,0.00343,0.00343,,0.00191,-0.00059,,,Dexs,,0.13245,0.13245,0.42179,0.50972,138.08828,,0.00343,0.00343,,,,,,,0.3%
WSOL-DUKEANGRY,Raydium AMM,Solana,16259,9.58,9.58,,,,,,Dexs,,0.79,0.79,9.58,42680.55014,42680.55014,,9.58,9.58,,,,,,,Concentrated - 0.01%
USDC-USDC-100,ACryptoS,Polygon,16259,4.39,,,-0.3,0,Stable/Up,2,Liquidity manager,,,,4.80576,,,,4.39,0,,,,,,,Uniswapv3
JONES-WETH,Camelot V3,Arbitrum,16248,5.08782,5.08782,,4.23146,4.90201,Down,3,Dexs,,1.53695,1.53695,0.76039,752.1804,1594.92398,,5.08782,5.08782,,,,,,,
WSOL-GYATCOIN,Raydium AMM,Solana,16247,148.12,148.12,,,,,,Dexs,,13.33,13.33,192.10143,26373.03337,28884.86847,,148.12,148.12,,,,,,,Standard - 0.25%
USDC,Mover,Ethereum,16243,1.65,,,-0.01,-0.01,Stable/Up,1,Yield,,,,1.67069,,,,1.65,0,,,,,,,
NYCPR-WSOL,Raydium AMM,Solana,16230,50.8,50.8,,,-123.42,Down,3,Dexs,,58.32,58.32,103.17489,9035.37971,126206.57481,,50.8,50.8,,,,,,,Standard - 0.25%
WETH-CERTAI,Uniswap V3,Base,16219,12.13246,12.13246,,,9.23846,Down,2,Dexs,,,,23.14432,539.12448,2359.41035,,12.13246,12.13246,,,,,,,1%
WSOL-DEEPSEEKAI,Raydium AMM,Solana,16203,168.77,168.77,,,,,,Dexs,,13.87,13.87,168.77,749222.04011,749222.04011,,168.77,168.77,,,,,,,Concentrated - 0.01%
USDC-SNX,Uniswap V3,Ethereum,16202,0.01928,0.01928,,0.01928,-0.09717,Stable/Up,1,Dexs,,0.00617,0.00617,0.02564,0.85568,11.87195,,0.01928,0.01928,,,,,,,1%
UBT-WETH,Uniswap V3,Ethereum,16201,44.75828,44.75828,,23.15765,42.89978,Down,3,Dexs,,1.71669,1.71669,10.38113,1986.62261,3410.52761,,44.75828,44.75828,,,,,,,1%
WETH-JELLI,Uniswap V3,Base,16200,0.10143,0.10143,,,0.10143,Stable/Up,1,Dexs,,,,0.07019,15.00632,735.56131,,0.10143,0.10143,,,,,,,0.3%
WSOL-MONKEYS,Raydium AMM,Solana,16186,106.56,106.56,,,,,,Dexs,,8.76,8.76,106.56,472540.6663,472540.6663,,106.56,106.56,,,,,,,Concentrated - 0.01%
CTSI-WETH,Uniswap V3,Ethereum,16178,0.29923,0.29923,,,-10.94985,Stable/Up,1,Dexs,,0.73953,0.73953,8.27857,13.26274,1424.68123,,0.29923,0.29923,,,,,,,1%
ETHX-WETH,Curve DEX,Ethereum,16174,0.01,0.01,,,0,Stable/Up,1,Dexs,,,,0.17997,,,,0.01,0.01,,,,,,,
